Nama Punggung,Nomor Punggung,Nama Lengkap,Klub,Posisi,Usia,Negara,Penampilan,Penyelamatan,Gol,Tembakan,Tembakan Tepat Sasaran,Assist,Umpan Sukses,Tekel,Intersepsi,Sapuan,Kartu Kuning,Kartu Merah,Pelanggaran,Offside
M. NATSHIR,1,M NATSHIR FADHIL MAHBUBY,DEWA UNITED FC,P. GAWANG,32,Indonesia,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0
R. ADI UTAMA,3,REVA ADI UTAMA,DEWA UNITED FC,BELAKANG,29,Indonesia,25,1,0,1,1,0,971/1062,20,62,29,5,0,20,1
